country_alpha_3_code,country,partner_management,partner_management_justification,hbv_screening_for_hbsag,hbv_screening_for_hbsag_justification,vaccination_for_hbv,vaccination_for_hbv_justification,vaccination_for_hpv,vaccination_for_hpv_justification,syphilis_screening,syphilis_screening_justification,ng_screening,ng_screening_justification,ct_screening,ct_screening_justification
NPL,Nepal,no,"National SOP HIV  PrEP-Nepal -Final _2022-NCASC Nepal.pdf: The document mentions discussing PrEP with partners and linkage to ART for HIV-positive partners, but does not explicitly recommend partner testing, treatment, management, or contact tracing specifically for other STIs (excluding HIV) in the context of one partner having an STI.",yes,"National SOP HIV  PrEP-Nepal -Final _2022-NCASC Nepal.pdf: Page 15, Table 2: 'Hepatitis B screening' at Baseline. Page 18, Table 3: 'Hepatis B antigen screening is recommended at the initiation of PrEP'. Page 23: 'Collect the samples for serum creatinine, Hepatitis B antibody, Hepatitis C antigen'.",ERR: no (REF: yes),Justification not provided,no,Justification not provided,yes,"National SOP HIV  PrEP-Nepal -Final _2022-NCASC Nepal.pdf: Page 15, Table 2: 'syphilis screening' at Baseline, 3 months, 6 months, 9 months, 12 months. Page 18, Table 3: 'Syphilis screening with Rapid Plasma Reagin (RPR) should be part of symptom screening'. Page 23: 'Check the result of RPR- Treat for syphilis'.",ERR: yes (REF: no),"National SOP HIV  PrEP-Nepal -Final _2022-NCASC Nepal.pdf: Page 25, Table 5: 'PrEP does not prevent STIs other than HIV, like syphilis, gonorrhea, chlamydia, trichomonas or chancroid.'",ERR: yes (REF: no),"National SOP HIV  PrEP-Nepal -Final _2022-NCASC Nepal.pdf: Page 25, Table 5: 'PrEP does not prevent STIs other than HIV, like syphilis, gonorrhea, chlamydia, trichomonas or chancroid.'"
NLD,Netherlands,ERR: yes (REF: no),"Netherlands_PrEP_dossier_2017.pdf: Page 39, Table 4.2, 'CSG heeft expertise in het behandelen van de doelgroep en kan de benodigde zorg rond PrEP bieden (exclusief vergoeding van PrEP), is bovendien expert in soa-bestrijding en partnerwaarschuwing...'",yes,"Netherlands_PrEP_dossier_2017.pdf: Page 38, Table 4.1, 'HBV status en vaccinatie' and footnote 5 'Screen volgens landelijk beleid'",yes,"Netherlands_PrEP_dossier_2017.pdf: Page 38, Table 4.1, 'HBV status en vaccinatie' and footnote 5 '...vaccineer indien geindiceerd.'",ERR: no (REF: yes),Justification not provided,yes,"Netherlands_PrEP_dossier_2017.pdf: Page 38, Table 4.1, 'Soa testen: tenminste oraal en rectaal monster plus urine op Chlamydia en Gonnoroe NAAT, syfilis serologie'",yes,"Netherlands_PrEP_dossier_2017.pdf: Page 38, Table 4.1, 'Soa testen: tenminste oraal en rectaal monster plus urine op Chlamydia en Gonnoroe NAAT, syfilis serologie'",yes,"Netherlands_PrEP_dossier_2017.pdf: Page 38, Table 4.1, 'Soa testen: tenminste oraal en rectaal monster plus urine op Chlamydia en Gonnoroe NAAT, syfilis serologie'"
NZL,New Zealand,yes,"ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Page 47, 'Partner notification should be undertaken using the most appropriate available resources.' in the 'Testing for STIs' section for PrEP users.",yes,"ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Page 23, 'Hepatitis B (if not immune)' as a required investigation for initial Special Authority application. Page 27, 'HBV infection status should be documented by screening serology when PrEP is initiated'. Page 44, Table 7.1, 'Hepatitis B serology (HBsAg, Anti-HBs,Anti-HBc)' listed for baseline and follow-up.",yes,"ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Page 23, 'Hepatitis B (if not immune)' listed as a required investigation. Page 27, 'Vaccination against hepatitis A and HBV is recommended for all susceptible priority populations'. Page 44, Table 7.1, 'Vaccinate if non-immune' is noted under 'Hepatitis B serology'.",no,ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Not found.,yes,"ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Page 12, Box 3.1, point 5, 'Improved access to comprehensive STI vaccination, screening and treatment' and 'quarterly STI screening'. Page 18, 'One or more episodes of rectal gonorrhoea, rectal chlamydia or infectious syphilis, including any STIs diagnosed at screening for PrEP' for eligibility. Page 23, 'Syphilis' as a required investigation. Page 27, 'Clinicians should screen for STIs (specifically gonorrhoea, chlamydia and infectious syphilis)'. Page 44, Table 7.1 and Page 45, Box 7.1, list 'syphilis' for STI screening at baseline and every 3 months.",yes,"ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Page 12, Box 3.1, point 5, 'Improved access to comprehensive STI vaccination, screening and treatment' and 'quarterly STI screening'. Page 18, 'One or more episodes of rectal gonorrhoea, rectal chlamydia or infectious syphilis, including any STIs diagnosed at screening for PrEP' for eligibility. Page 27, 'Clinicians should screen for STIs (specifically gonorrhoea, chlamydia and infectious syphilis)'. Page 44, Table 7.1 and Page 45, Box 7.1, list 'gonorrhoea' for STI screening at baseline and every 3 months.",yes,"ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Page 12, Box 3.1, point 5, 'Improved access to comprehensive STI vaccination, screening and treatment' and 'quarterly STI screening'. Page 18, 'One or more episodes of rectal gonorrhoea, rectal chlamydia or infectious syphilis, including any STIs diagnosed at screening for PrEP' for eligibility. Page 27, 'Clinicians should screen for STIs (specifically gonorrhoea, chlamydia and infectious syphilis)'. Page 44, Table 7.1 and Page 45, Box 7.1, list 'chlamydia' for STI screening at baseline and every 3 months."
NGA,Nigeria,no,"Nigeria_National Guidelines for HIV Prevention Treatment and Care (2016).pdf: Not explicitly mentioned in the context of STI partner management for PrEP users. While 'serodiscordant couples' are mentioned as a target group for PrEP (page 156), the document does not specify partner testing or treatment for other STIs in this context.",yes,"Nigeria_National Guidelines for HIV Prevention Treatment and Care (2016).pdf: Page 157, 'Administration and Monitoring of PrEP' section: 'Persons eligible for PrEP should be screened for Hepatitis B.'",no,Nigeria_National Guidelines for HIV Prevention Treatment and Care (2016).pdf: Not found in the context of PrEP services/users.,no,Nigeria_National Guidelines for HIV Prevention Treatment and Care (2016).pdf: Not found in the context of PrEP services/users.,yes,"Nigeria_National Guidelines for HIV Prevention Treatment and Care (2016).pdf: Page 159, 'Every 12 months' section: 'Conduct STI testing recommended for sexually active adolescents and adults (i.e., syphilis, gonorrhea, chlamydia)'",yes,"Nigeria_National Guidelines for HIV Prevention Treatment and Care (2016).pdf: Page 159, 'Every 12 months' section: 'Conduct STI testing recommended for sexually active adolescents and adults (i.e., syphilis, gonorrhea, chlamydia)'",yes,"Nigeria_National Guidelines for HIV Prevention Treatment and Care (2016).pdf: Page 159, 'Every 12 months' section: 'Conduct STI testing recommended for sexually active adolescents and adults (i.e., syphilis, gonorrhea, chlamydia)'"
NOR,Norway,no,Justification not provided,no,Justification not provided,no,Justification not provided,no,Justification not provided,ERR: yes (REF: no),"15-774-10 PrEP kunnskapsgrunnlag og anbefaling 120816.no.en.pdf: Page 10, paragraph 1: 'Frequent testing for other soi, such as gonorrhea and syphilis, is recommended as an important offer to PrEP users.'",ERR: yes (REF: no),"15-774-10 PrEP kunnskapsgrunnlag og anbefaling 120816.no.en.pdf: Page 10, paragraph 1: 'Frequent testing for other soi, such as gonorrhea and syphilis, is recommended as an important offer to PrEP users.'",ERR: yes (REF: no),"15-774-10 PrEP kunnskapsgrunnlag og anbefaling 120816.no.en.pdf: Page 9, paragraph 1: 'The main topics related to clinical follow-up and monitoring of people who use PrEP are adherence in use, control for the development of resistance and frequent screening for soi.' 'Soi' is an acronym for sexually transmitted infections. Page 13, paragraph 3: '33% chlamydia' is listed as an STI diagnosed among PrEP users, implying it is part of the 'soi' screening."
PAK,Pakistan,ERR: no (REF: yes),"Pakistan PrEP Guidelines Final 6.24.19 clean.pdf: Not found. The document mentions HIV-related partner testing/status but not STI partner management (e.g., contact tracing, partner treatment for STIs).",yes,"Pakistan PrEP Guidelines Final 6.24.19 clean.pdf: Page 4, paragraph 3: 'hepatitis-B status, with hepatitis B surface antigen testing should be documented prior to PrEP.'; Page 5, Table 1, 'Tests' section for Visit 1 and Page 6, Table 1, 'Tests' section for Visit 4 include 'Hepatitis B surface antigen'.",yes,"Pakistan PrEP Guidelines Final 6.24.19 clean.pdf: Page 7, Table 2, 'Hepatitis B surface antigen - negative' row: 'Offer Hepatitis B virus vaccination'.",no,Justification not provided,ERR: yes (REF: no),"Pakistan PrEP Guidelines Final 6.24.19 clean.pdf: Page 2, 'Eligibility criteria for PrEP' lists 'syphilis' as an STI indicating substantial risk; Page 5, Table 1, 'Screening and PrEP initiation (visit 1)' and subsequent follow-up visits state 'Provide STI testing and treatment, if indicated'.",ERR: yes (REF: no),"Pakistan PrEP Guidelines Final 6.24.19 clean.pdf: Page 2, 'Eligibility criteria for PrEP' lists 'gonorrhoea' as an STI indicating substantial risk; Page 5, Table 1, 'Screening and PrEP initiation (visit 1)' and subsequent follow-up visits state 'Provide STI testing and treatment, if indicated'.",ERR: yes (REF: no),"Pakistan PrEP Guidelines Final 6.24.19 clean.pdf: Page 2, 'Eligibility criteria for PrEP' lists 'chlamydia' as an STI indicating substantial risk; Page 5, Table 1, 'Screening and PrEP initiation (visit 1)' and subsequent follow-up visits state 'Provide STI testing and treatment, if indicated'."
PAN,Panama,no,"Borrador guía PrEP producto 2GR - English.pdf: While serodiscordant couples are mentioned as a target population for PrEP for HIV prevention (Page 10, Page 15), there is no mention of partner testing, treatment, or management services for other STIs.",yes,"Borrador guía PrEP producto 2GR - English.pdf: Page 15, Table No.2, Objective 3, Activities: 'Offer of tests for other sexually transmitted infections (syphilis, hepatitis B and C)'",no,Justification not provided,no,Justification not provided,yes,"Borrador guía PrEP producto 2GR - English.pdf: Page 15, Table No.2, Objective 3, Activities: 'Offer of tests for other sexually transmitted infections (syphilis, hepatitis B and C)'; Page 20: 'syphilis screening could be done at each follow-up visit' (for MSM)",no,"Borrador guía PrEP producto 2GR - English.pdf: While 'other sexually transmitted infections' are mentioned generally, Neisseria gonorrhoeae or gonorrhea is not specifically listed for screening.",no,"Borrador guía PrEP producto 2GR - English.pdf: While 'other sexually transmitted infections' are mentioned generally, Chlamydia trachomatis or Chlamydia is not specifically listed for screening."
PRY,Paraguay,no,Justification not provided,yes,"manual de Profilaxis Pre exposicion del VIH ultimo - English.pdf: Page 13, Table 2, 'Hepatitis B test' specifies 'HBsAg (e.g. rapid test) and anti-HBs research' for initial consultation. Page 16 mentions 'Initial investigation of viral hepatitis B and C is recommended'. Page 19, Table 3, specifies 'HBsAg search (e.g. TR)' for follow-up.",yes,"manual de Profilaxis Pre exposicion del VIH ultimo - English.pdf: Page 8, '2.1 COMBINED PREVENTION', item 8 includes 'Immunizations for HBV, HAV, HPV' as part of the comprehensive prevention package for PrEP users. Page 13, Table 2, under 'EXAMSREQUESTED AT THE FIRST CONSULTATION', mentions 'Evaluate the need for vaccination against...hepatitis B'. Page 16 explicitly states 'Vaccination for HBV is recommended for all people in any age group (three doses of the vaccine). HBV vaccine is indicated regardless of the availability of anti-HBs testing.' in the context of PrEP.",yes,"manual de Profilaxis Pre exposicion del VIH ultimo - English.pdf: Page 8, '2.1 COMBINED PREVENTION', item 8 includes 'Immunizations for HBV, HAV, HPV' as part of the comprehensive prevention package that PrEP is offered within, implying it applies to PrEP users.",yes,"manual de Profilaxis Pre exposicion del VIH ultimo - English.pdf: Page 13, Table 2, specifies 'Syphilis test: rapid test and VDRL' for initial consultation. Page 15, '5.1.5 Testing and treatment of STIs', states 'Rapid test and VDRL test tests...should be performed for syphilis'. Page 19, Table 3, specifies 'VDRL or rapid test' for quarterly follow-up.",yes,"manual de Profilaxis Pre exposicion del VIH ultimo - English.pdf: Page 13, Table 2, under 'Identification of other STIs', explicitly mentions '(chlamydia and gonococcus)' and 'Anal swab, if available' for initial consultation. Page 15, '5.1.5 Testing and treatment of STIs', mentions 'gonococcus studies should be performed'. Page 19, Table 3, specifies 'Identification of other STIs (chlamydia and gonococcus)' and 'Anal or urethral swab (if available)' for quarterly follow-up.",yes,"manual de Profilaxis Pre exposicion del VIH ultimo - English.pdf: Page 13, Table 2, under 'Identification of other STIs', explicitly mentions '(chlamydia and gonococcus)' and 'Anal swab, if available' for initial consultation. Page 15, '5.1.5 Testing and treatment of STIs', mentions 'chlamydia and gonococcus studies should be performed'. Page 19, Table 3, specifies 'Identification of other STIs (chlamydia and gonococcus)' and 'Anal or urethral swab (if available)' for quarterly follow-up."
PHL,Philippines,no,"Prep guidelines 2021 approved philippines.pdf: While 'partner testing' is mentioned (Page 2, V.D), it is in the context of HIV negative results for PrEP referral, not specific STI partner management, treatment, or contact tracing. 'Those who have a sexual partner with one or more HIV risk factors' (Page 2, VI.B.1.f) also refers to HIV risk.",yes,"Prep guidelines 2021 approved philippines.pdf: Page 3, VI.C.2.c: 'HBsAg test done within 30 days prior to PrEP initiation.'",yes,"Prep guidelines 2021 approved philippines.pdf: Page 3, VI.C.2.c.i: 'If the result is negative, recommend hepatitis B vaccination.'",no,Justification not provided,no,"Prep guidelines 2021 approved philippines.pdf: Page 3, VI.C.2.d and Page 4, VI.E.4 mention 'STI screening (syndromic management or etiological diagnosis)' but do not specifically name syphilis or Treponema pallidum as a pathogen to be screened for.",no,"Prep guidelines 2021 approved philippines.pdf: Page 3, VI.C.2.d and Page 4, VI.E.4 mention 'STI screening (syndromic management or etiological diagnosis)' but do not specifically name Neisseria gonorrhoeae or gonorrhea as a pathogen to be screened for.",no,"Prep guidelines 2021 approved philippines.pdf: Page 3, VI.C.2.d and Page 4, VI.E.4 mention 'STI screening (syndromic management or etiological diagnosis)' but do not specifically name Chlamydia trachomatis or Chlamydia as a pathogen to be screened for."
POL,Poland,no,"Poland_Report on the implementation of national HIV program_PART 2_Polish.pdf: The document is a report on the implementation of a national HIV/AIDS program and does not contain clinical guidelines or recommendations for PrEP users or services, including partner management for STIs. PrEP is not mentioned.",ERR: no (REF: yes),"Poland_Report on the implementation of national HIV program_PART 2_Polish.pdf: The document does not mention PrEP services or users, nor does it contain recommendations for HBV or HBsAg screening.",ERR: no (REF: yes),"Poland_Report on the implementation of national HIV program_PART 2_Polish.pdf: The document does not mention PrEP services or users, nor does it contain recommendations for HBV vaccination.",ERR: no (REF: yes),"Poland_Report on the implementation of national HIV program_PART 2_Polish.pdf: The document does not mention PrEP services or users, nor does it contain recommendations for HPV vaccination.",ERR: no (REF: yes),"Poland_Report on the implementation of national HIV program_PART 2_Polish.pdf: The document does not mention PrEP services or users, nor does it contain recommendations for syphilis or Treponema pallidum screening.",ERR: no (REF: yes),"Poland_Report on the implementation of national HIV program_PART 2_Polish.pdf: The document does not mention PrEP services or users, nor does it contain recommendations for Neisseria gonorrhoeae or gonorrhoea screening.",ERR: no (REF: yes),"Poland_Report on the implementation of national HIV program_PART 2_Polish.pdf: The document does not mention PrEP services or users, nor does it contain recommendations for Chlamydia trachomatis or Chlamydia screening."
PRT,Portugal,no,Justification not provided,yes,"Portugal PrEP guideline .pdf: Page 2, point 3j: 'Avaliação do estado serológico para hepatite A, hepatite B, hepatite C e imunização ou tratamento quando indicado;'",yes,"Portugal PrEP guideline .pdf: Page 2, point 3j: 'Avaliação do estado serológico para hepatite A, hepatite B, hepatite C e imunização ou tratamento quando indicado;'",yes,"Portugal PrEP guideline .pdf: Page 2, point 3k: 'Avaliação da indicação de imunização para vírus do papiloma humano (HPV).'",yes,"Portugal PrEP guideline .pdf: Page 9, point F.3: 'O rastreio de IST preconizado deverá incluir sífilis, infeção por Chlamydophila trachomatis e Neisseria gonorrhoeae)'; Page 10, point H.1: 'O rastreio de outras IST deverá incluir sífilis, infeção por N. gonorrheae e C. trachomatis, VHC), incluindo na pessoa assintomática'.",yes,"Portugal PrEP guideline .pdf: Page 9, point F.3: 'O rastreio de IST preconizado deverá incluir sífilis, infeção por Chlamydophila trachomatis e Neisseria gonorrhoeae)'; Page 10, point H.1: 'O rastreio de outras IST deverá incluir sífilis, infeção por N. gonorrheae e C. trachomatis, VHC), incluindo na pessoa assintomática'.",yes,"Portugal PrEP guideline .pdf: Page 9, point F.3: 'O rastreio de IST preconizado deverá incluir sífilis, infeção por Chlamydophila trachomatis e Neisseria gonorrhoeae)'; Page 10, point H.1: 'O rastreio de outras IST deverá incluir sífilis, infeção por N. gonorrheae e C. trachomatis, VHC), incluindo na pessoa assintomática'."
SLE,Sierra Leone,no,Sierre Leone_Consolidated_HIV_Guidelines_.pdf: Not found in the context of PrEP services for a partner having an STI.,yes,"Sierre Leone_Consolidated_HIV_Guidelines_.pdf: Page 55, 'Screening for PrEP eligibility', bullet point: 'Assess for hepatitis B infection'",no,Sierre Leone_Consolidated_HIV_Guidelines_.pdf: Not mentioned in the PrEP section (Section 4.8) of the document.,no,Sierre Leone_Consolidated_HIV_Guidelines_.pdf: Not mentioned in the PrEP section (Section 4.8) of the document.,no,"Sierre Leone_Consolidated_HIV_Guidelines_.pdf: Page 55, 'Follow-up monitoring of clients on PrEP', bullet point: 'Evaluate the patient for any symptoms of STI s at every visit and treat as needed' refers to general STIs, not specific screening for syphilis.",no,"Sierre Leone_Consolidated_HIV_Guidelines_.pdf: Page 55, 'Follow-up monitoring of clients on PrEP', bullet point: 'Evaluate the patient for any symptoms of STI s at every visit and treat as needed' refers to general STIs, not specific screening for Neisseria gonorrhoeae.",no,"Sierre Leone_Consolidated_HIV_Guidelines_.pdf: Page 55, 'Follow-up monitoring of clients on PrEP', bullet point: 'Evaluate the patient for any symptoms of STI s at every visit and treat as needed' refers to general STIs, not specific screening for Chlamydia trachomatis."
SGP,Singapore,no,Justification not provided,yes,"NHIVP PrEP Guidance_2019.pdf: Page 7, section 'a. Hepatitis B virus (HBV) infection'; Page 11, 'Hepatitis B screening' table row",yes,"NHIVP PrEP Guidance_2019.pdf: Page 11, 'Hepatitis B screening' table row; Page 12, 'Other services' table row",yes,"NHIVP PrEP Guidance_2019.pdf: Page 12, 'Other services' table row",yes,"NHIVP PrEP Guidance_2019.pdf: Page 11, 'Syphilis screening' table row; Page 14, 'STI screening and treatment' table row",yes,"NHIVP PrEP Guidance_2019.pdf: Page 12, 'Offer STI screening and treatment' table row; Page 14, 'STI screening and treatment' table row",yes,"NHIVP PrEP Guidance_2019.pdf: Page 12, 'Offer STI screening and treatment' table row; Page 14, 'STI screening and treatment' table row"
SVK,Slovakia,no,"SVK PrEP Guidelines ENG.pdf: The document discusses assessing the PrEP user's sexual partners' HIV status and risky behaviors (e.g., page 7, 'Sexual history' and page 8, 'If a person is in a monogamous relationship, he has HIV serostatus and a state of viral suppression of the partner.'), and mentions 'Partner Services' in literature citation 54 on page 19, but does not explicitly recommend partner(s) testing, treatment, or management for STIs (excluding HIV) in the context of PrEP services.",yes,"SVK PrEP Guidelines ENG.pdf: Page 6, Table 1: 'Ďalšie odporúčané testy na stanovenie rizík PrEP' (Further recommended tests for determining PrEP risks) includes 'Skríning HBV a HCV.' (Screening HBV and HCV). Page 14, section 'Hepatitis B and C infection': 'Hepatitis B infection individuals should be screened for HBV infection before starting PrEP treatment. This includes testing for hepatitis B surface antigen (HBsAg), hepatitis B core antibodies (anti-HBc) and hepatitis B surface antibodies (anti-HBs).'",yes,"SVK PrEP Guidelines ENG.pdf: Page 6, Table 1, footnote §: 'Ak je to možné, očkujte proti hepatitíde B.' (If possible, vaccinate against hepatitis B). Page 14, section 'Hepatitis B and C infection': 'Persons with no signs of prior infection...should be vaccinated against HBV, as individuals who engage in high-risk sexual behavior and drug use are at increased risk of acquiring hepatitis B.'",no,Justification not provided,yes,"SVK PrEP Guidelines ENG.pdf: Page 8, section 'STI screening': 'STI screening should include serological tests for syphilis and nucleic acid amplification tests for gonorrhea and chlamydia from relevant mucous membranes (Table 3).' Page 9, Table 3 explicitly lists 'Syfilis' (Syphilis) screening for various populations (e.g., 'Vek <25 rokov', 'Tehotná') at initiation and follow-up. Page 13, Table 4, footnote ◊: 'STI screening should include serum testing for syphilis and screening for gonorrhea and chlamydia on mucosal sites with potential risk (eg, throat, rectum, genitourinary).'",yes,"SVK PrEP Guidelines ENG.pdf: Page 8, section 'STI screening': 'STI screening should include serological tests for syphilis and nucleic acid amplification tests for gonorrhea and chlamydia from relevant mucous membranes (Table 3).' Page 9, Table 3 explicitly lists 'Genitálna kvapavka' (Genital gonorrhea) screening for various populations at initiation and follow-up. Page 10, Table 3 also lists 'Rektálna kvapavka' and 'Hltanová kvapavka' for men. Page 13, Table 4, footnote ◊: 'STI screening should include serum testing for syphilis and screening for gonorrhea and chlamydia on mucosal sites with potential risk (eg, throat, rectum, genitourinary).'",yes,"SVK PrEP Guidelines ENG.pdf: Page 8, section 'STI screening': 'STI screening should include serological tests for syphilis and nucleic acid amplification tests for gonorrhea and chlamydia from relevant mucous membranes (Table 3).' Page 9, Table 3 explicitly lists 'Genitálne chlamydie' (Genital chlamydia) screening for various populations at initiation and follow-up. Page 10, Table 3 also lists 'Rektálne chlamydie' for men. Page 13, Table 4, footnote ◊: 'STI screening should include serum testing for syphilis and screening for gonorrhea and chlamydia on mucosal sites with potential risk (eg, throat, rectum, genitourinary).'"
ZAF,South Africa,no,"South African Guidelines for Provision of PrEP.pdf: The document mentions 'Voluntary partner HIV testing and treatment' (Page 10, Section 4.3), which is specific to HIV and not other STIs or general partner management for non-HIV STIs.",yes,"South African Guidelines for Provision of PrEP.pdf: Page 12, Table 1, 'Hepatitis B surface antigen (HBsAg)' is listed under 'Baseline Investigations' with 'Action to be taken: If HbsAg+: start PrEP and refer to a doctor for liver function monitoring and management of Hepatitis B infection.'",yes,"South African Guidelines for Provision of PrEP.pdf: Page 12, Table 1, 'Hepatitis B surface antigen (HBsAg)' is listed under 'Baseline Investigations' with 'Action to be taken: If HbsAg: start PrEP and vaccinate, if available'",no,Justification not provided,no,"South African Guidelines for Provision of PrEP.pdf: The document mentions 'Syndromic STI diagnosis and treatment' (Page 10, Section 4.3; Page 12, Table 1) and 'STI screening' (Page 16, Table 4; Page 19, Appendix I; Page 20, Appendix II). However, it does not specify screening for 'syphilis' or 'Treponema pallidum'.",no,"South African Guidelines for Provision of PrEP.pdf: The document mentions 'Syndromic STI diagnosis and treatment' (Page 10, Section 4.3; Page 12, Table 1) and 'STI screening' (Page 16, Table 4; Page 19, Appendix I; Page 20, Appendix II). However, it does not specify screening for 'Neisseria gonorrhoeae' or 'gonorrhoea'.",no,"South African Guidelines for Provision of PrEP.pdf: The document mentions 'Syndromic STI diagnosis and treatment' (Page 10, Section 4.3; Page 12, Table 1) and 'STI screening' (Page 16, Table 4; Page 19, Appendix I; Page 20, Appendix II). However, it does not specify screening for 'Chlamydia trachomatis' or 'Chlamydia'."
SSD,South Sudan,ERR: yes (REF: no),"S. Sudan HIV Consolidated ART Guidelines_10 Sept 2021 2332hrs[6223]RS.pdf: Page 16, 'PrEP should be offered as part of the biomedical component of ‘Combination Prevention’ package that includes... STI prevention and treatment.' Page 23, Section 2.2.5 'STI Management', 'Appropriate sexually transmitted infection treatment, including partner management, should be ensured.'",yes,"S. Sudan HIV Consolidated ART Guidelines_10 Sept 2021 2332hrs[6223]RS.pdf: Page 17, 'PrEP minimum package', includes 'Hepatitis screening'.",no,Justification not provided,no,Justification not provided,no,"S. Sudan HIV Consolidated ART Guidelines_10 Sept 2021 2332hrs[6223]RS.pdf: Page 17, 'PrEP minimum package' lists 'STI screening and diagnosis' generally, but does not mention specific pathogens for PrEP users. Specific syphilis screening is mentioned only for PLHIV (Page 24), which is excluded by instructions.",no,"S. Sudan HIV Consolidated ART Guidelines_10 Sept 2021 2332hrs[6223]RS.pdf: Page 17, 'PrEP minimum package' lists 'STI screening and diagnosis' generally, but does not mention specific pathogens for PrEP users. Specific gonorrhoea mention is tied to HIV diagnosis (Page 24), which is excluded by instructions.",no,"S. Sudan HIV Consolidated ART Guidelines_10 Sept 2021 2332hrs[6223]RS.pdf: Page 17, 'PrEP minimum package' lists 'STI screening and diagnosis' generally, but does not mention specific pathogens for PrEP users. Specific chlamydia mention is tied to HIV diagnosis (Page 24), which is excluded by instructions."
ESP,Spain,no,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Not found. The document mentions 'STI treatment' (Page 10, Table 1) and 'STI screening, treatment and management' (Page 11), and identifies 'partners who have STIs' as a risk factor (Page 26), but does not explicitly mention 'partner(s) testing', 'partner(s) treatment', 'partner(s) management', 'partner services', or 'contact tracing' in the context of STIs for PrEP users.",yes,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Page 28, section 6.c: 'Hepatitis Serology: ... If you have an acute HBV infection, starting PrEP is contraindicated.' and 'HBV: Vaccination is recommended if serology is negative or antibody levels are below the limit of protection.' This implies HBV screening. Also, Page 33, Table 6, point 1: 'Before starting PrEP, HIV infection, STI screening, hepatitis virus serology, blood and urine tests, and pregnancy tests should be ruled out.'",yes,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Page 10, Table 1: 'HAV, HBV and HPV vaccination' under 'Strategies Biomedical'. Page 28, section 6.c: 'HBV: Vaccination is recommended if serology is negative or antibody levels are below the limit of protection.'",yes,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Page 10, Table 1: 'HAV, HBV and HPV vaccination' under 'Strategies Biomedical'.",yes,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Page 28, section 6.b: 'STI screening: should include gonococcus, chlamydia, syphilis, in all people, even if they are asymptomatic.' Page 29, section 6.1: 'STI screening.' (every 3 months, for follow-up). Page 33, Table 6, point 1: 'Before starting PrEP, ... STI screening... should be ruled out.' and point 2: 'After starting PrEP, an HIV test, STI screening... should be performed every 3 months.'",yes,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Page 28, section 6.b: 'STI screening: should include gonococcus, chlamydia, syphilis, in all people, even if they are asymptomatic.' Page 29, section 6.1: 'STI screening.' (every 3 months, for follow-up). Page 33, Table 6, point 1: 'Before starting PrEP, ... STI screening... should be ruled out.' and point 2: 'After starting PrEP, an HIV test, STI screening... should be performed every 3 months.'",yes,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Page 28, section 6.b: 'STI screening: should include gonococcus, chlamydia, syphilis, in all people, even if they are asymptomatic.' Page 29, section 6.1: 'STI screening.' (every 3 months, for follow-up). Page 33, Table 6, point 1: 'Before starting PrEP, ... STI screening... should be ruled out.' and point 2: 'After starting PrEP, an HIV test, STI screening... should be performed every 3 months.'"
SWE,Sweden,no,Justification not provided,yes,"Sweden_hiv_prep_2017_v170824.sv.en.pdf: Page 3, 'Before starting treatment', 'Sampling': 'Hepatitis B serology (exclusion of chronic carriers)'",yes,"Sweden_hiv_prep_2017_v170824.sv.en.pdf: Page 3, 'Before starting treatment', 'Vaccination': 'Offer hepatitis B vaccination to anyone who lacks protection'",no,Justification not provided,yes,"Sweden_hiv_prep_2017_v170824.sv.en.pdf: Page 3, 'Before starting treatment', 'Sampling': 'syphilis serology'; Page 3, 'Follow-up', 'Thereafter every 3 months': 'Sampling for chlamydia, gonorrhea, syphilis'",yes,"Sweden_hiv_prep_2017_v170824.sv.en.pdf: Page 3, 'Before starting treatment', 'Sampling': 'gonorrhea from all premises'; Page 3, 'Follow-up', 'Thereafter every 3 months': 'Sampling for chlamydia, gonorrhea, syphilis'",yes,"Sweden_hiv_prep_2017_v170824.sv.en.pdf: Page 3, 'Before starting treatment', 'Sampling': 'Chlamydia and gonorrhea from all premises'; Page 3, 'Follow-up', 'Thereafter every 3 months': 'Sampling for chlamydia, gonorrhea, syphilis'"
