country_alpha_3_code,country,partner_management,partner_management_justification,hbv_screening_for_hbsag,hbv_screening_for_hbsag_justification,vaccination_for_hbv,vaccination_for_hbv_justification,vaccination_for_hpv,vaccination_for_hpv_justification,syphilis_screening,syphilis_screening_justification,ng_screening,ng_screening_justification,ct_screening,ct_screening_justification
PHL,Philippines,ERR: yes (REF: no),"Prep guidelines 2021 approved philippines.pdf: Page 5, section E, item i, sub-item 1, point g, mentions discussing 'Intimate partner violence' during follow-up counseling.",yes,"Prep guidelines 2021 approved philippines.pdf: Page 3, Section C, item 2, point c: 'HBsAg test done within 30 days prior to PrEP initiation.'",yes,"Prep guidelines 2021 approved philippines.pdf: Page 3, Section C, item 2, point c, sub-point i: 'If the result is negative, recommend hepatitis B vaccination.'",no,Justification not provided,no,Justification not provided,no,Justification not provided,no,Justification not provided
POL,Poland,no,Justification not provided,ERR: no (REF: yes),Justification not provided,ERR: no (REF: yes),Justification not provided,ERR: no (REF: yes),Justification not provided,ERR: no (REF: yes),Justification not provided,ERR: no (REF: yes),Justification not provided,ERR: no (REF: yes),Justification not provided
PRT,Portugal,no,Justification not provided,yes,"Portugal PrEP guideline .pdf: Page 3, point 3(j) recommends 'Avaliação do estado serológico para hepatite A, hepatite B, hepatite C e imunização ou tratamento quando indicado;' (Evaluation of the serological status for hepatitis A, hepatitis B, hepatitis C and immunization or treatment when indicated;).",yes,"Portugal PrEP guideline .pdf: Page 3, point 3(j) recommends 'Avaliação do estado serológico para hepatite A, hepatite B, hepatite C e imunização ou tratamento quando indicado;' (Evaluation of the serological status for hepatitis A, hepatitis B, hepatitis C and immunization or treatment when indicated;). 'Imunização' means immunization.",yes,"Portugal PrEP guideline .pdf: Page 3, point 3(k) recommends 'Avaliação da indicação de imunização para vírus do papiloma humano (HPV).' (Evaluation of the indication for immunization for human papillomavirus (HPV)).",yes,"Portugal PrEP guideline .pdf: Page 10, point G(3) states 'O rastreio de IST preconizado deverá incluir sífilis...' (The recommended STI screening should include syphilis...).",yes,"Portugal PrEP guideline .pdf: Page 10, point G(3) states 'O rastreio de IST preconizado deverá incluir ... Neisseria gonorrhoeae)' (The recommended STI screening should include ... Neisseria gonorrhoeae).",yes,"Portugal PrEP guideline .pdf: Page 10, point G(3) states 'O rastreio de IST preconizado deverá incluir ... infeção por Chlamydophila trachomatis...' (The recommended STI screening should include ... Chlamydophila trachomatis infection...)."
SLE,Sierra Leone,no,Justification not provided,yes,"Sierre Leone_Consolidated_HIV_Guidelines_.pdf: Page 55, under the section 'Screening for PrEP eligibility', the document states to 'Assess for hepatitis B infection'.",no,Justification not provided,no,Justification not provided,no,Sierre Leone_Consolidated_HIV_Guidelines_.pdf: The document mentions evaluating for 'symptoms of STI s' (Page 55) in the PrEP section but does not specifically recommend screening for syphilis.,no,Sierre Leone_Consolidated_HIV_Guidelines_.pdf: The document mentions evaluating for 'symptoms of STI s' (Page 55) in the PrEP section but does not specifically recommend screening for Neisseria gonorrhoeae.,no,Sierre Leone_Consolidated_HIV_Guidelines_.pdf: The document mentions evaluating for 'symptoms of STI s' (Page 55) in the PrEP section but does not specifically recommend screening for Chlamydia trachomatis.
SGP,Singapore,no,Justification not provided,yes,"NHIVP PrEP Guidance_2019.pdf: Page 11, Table IV, under the row 'Hepatitis B screening', the 'Example' column lists 'Hepatitis B surface antigen (HBsAg) and antibody (anti-HBs)'.",yes,"NHIVP PrEP Guidance_2019.pdf: Page 11, Table IV, under the row 'Hepatitis B screening', the 'Additional Considerations' column states 'Vaccination against hepatitis B should be offered to non-immune individuals.'.",yes,"NHIVP PrEP Guidance_2019.pdf: Page 12, Table IV, under the row 'Other services', the 'Example' column lists 'Vaccination against hepatitis A, B and human papillomavirus as indicated'.",yes,"NHIVP PrEP Guidance_2019.pdf: Page 11, Table IV, lists 'Syphilis screening' as an action to be done at the first consultation.",yes,"NHIVP PrEP Guidance_2019.pdf: Page 14, Table V, under the row 'STI screening and treatment', the 'Additional Considerations' column lists 'Syphilis, gonorrhoea and chlamydia screening 3 – 6 monthly'.",yes,"NHIVP PrEP Guidance_2019.pdf: Page 14, Table V, under the row 'STI screening and treatment', the 'Additional Considerations' column lists 'Syphilis, gonorrhoea and chlamydia screening 3 – 6 monthly'."
SVK,Slovak Republic,no,"SVK PrEP Guidelines ENG.pdf: The document discusses assessing a patient's risk based on their partners' HIV status or risk behaviors (Page 7, Page 16) but does not mention services for testing, treating, or managing partners for STIs other than HIV.",yes,"SVK PrEP Guidelines ENG.pdf: Page 14, Hepatitis B infection: ""This includes testing for hepatitis B surface antigen (HBsAg), hepatitis B core antibodies (anti-HBc) and hepatitis B surface antibodies (anti-HBs).""",yes,"SVK PrEP Guidelines ENG.pdf: Page 14, Hepatitis B infection: ""Persons with no signs of prior infection (i.e., Anti-HBs, anti-HBc, HBsAg- negative) should be vaccinated against HBV, as individuals who engage in high-risk sexual behavior and drug use are at increased risk of acquiring hepatitis B.""",no,SVK PrEP Guidelines ENG.pdf: The document does not mention Human Papillomavirus (HPV) or HPV vaccination.,yes,"SVK PrEP Guidelines ENG.pdf: Page 8, STI screening: ""STI screening should include serological tests for syphilis and nucleic acid amplification tests for gonorrhea and chlamydia from relevant mucous membranes (Table 3).""",yes,"SVK PrEP Guidelines ENG.pdf: Page 8, STI screening: ""STI screening should include serological tests for syphilis and nucleic acid amplification tests for gonorrhea and chlamydia from relevant mucous membranes (Table 3).""",yes,"SVK PrEP Guidelines ENG.pdf: Page 8, STI screening: ""STI screening should include serological tests for syphilis and nucleic acid amplification tests for gonorrhea and chlamydia from relevant mucous membranes (Table 3)."""
ZAF,South Africa,no,"South African Guidelines for Provision of PrEP.pdf: The document mentions 'Voluntary partner HIV testing and treatment' (Page 10) and encouraging partners to test for HIV (Page 17), but does not specify partner management for other STIs.",yes,"South African Guidelines for Provision of PrEP.pdf: Page 12, Table 1, under 'Baseline Investigation performed prior to initiating a client on PrEP', lists screening for 'Hepatitis B surface antigen (HBsAg)' as a required investigation.",yes,"South African Guidelines for Provision of PrEP.pdf: Page 12, Table 1, specifies the action for a negative HBsAg test result is to 'start PrEP and vaccinate, if available'.",no,South African Guidelines for Provision of PrEP.pdf: The document does not mention Human Papillomavirus (HPV) or HPV vaccination.,no,"South African Guidelines for Provision of PrEP.pdf: The document recommends 'Syndromic STI diagnosis and treatment' and 'STI screening' (Pages 10, 12, 16) but does not specifically mention screening for syphilis or Treponema pallidum.",no,"South African Guidelines for Provision of PrEP.pdf: The document recommends 'Syndromic STI diagnosis and treatment' and 'STI screening' (Pages 10, 12, 16) but does not specifically mention screening for Neisseria gonorrhoeae.",no,"South African Guidelines for Provision of PrEP.pdf: The document recommends 'Syndromic STI diagnosis and treatment' and 'STI screening' (Pages 10, 12, 16) but does not specifically mention screening for Chlamydia trachomatis."
SSD,South Sudan,no,Justification not provided,yes,"S. Sudan HIV Consolidated ART Guidelines_10 Sept 2021 2332hrs[6223]RS.pdf: Page 30, Section: PrEP minimum package: 'The PrEP minimum Package of services include: ... Hepatitis screening'.",no,Justification not provided,no,Justification not provided,ERR: yes (REF: no),"S. Sudan HIV Consolidated ART Guidelines_10 Sept 2021 2332hrs[6223]RS.pdf: Page 34, Figure 9.2 Algorithm for PrEP among pregnant and breastfeeding women: In a box titled 'Provide comprehensive HIV prevention options', it lists '1. STI screening and treatment (syndromic and syphilis)'.",no,Justification not provided,no,Justification not provided
ESP,Spain,no,Justification not provided,yes,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Page 28, Section 6.c recommends Hepatitis B serology before starting PrEP: 'HBV: Vaccination is recommended if serology is negative or antibody levels are below the limit of protection.'",yes,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Page 28, Section 6.c recommends vaccination for Hepatitis B if serology is negative. Also, Page 10, Table 1 lists 'vaccination HAV, HBV and HPV' as a biomedical strategy combined with PrEP.",yes,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Page 10, Table 1 lists 'vaccination HAV, HBV and HPV' as a biomedical strategy combined with PrEP.",yes,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Page 28, Section 6.b states, 'STI screening: should include gonococcus, chlamydia, syphilis, in all people, even if they are asymptomatic.'",yes,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Page 28, Section 6.b states, 'STI screening: should include gonococcus, chlamydia, syphilis, in all people, even if they are asymptomatic.'",yes,"Spain_PROFILAXIS_PREEXPOSICION_VIH.es.en.PDF: Page 28, Section 6.b states, 'STI screening: should include gonococcus, chlamydia, syphilis, in all people, even if they are asymptomatic.'"
SWE,Sweden,no,Justification not provided,yes,"Sweden_hiv_prep_2017_v170824.sv.en.pdf: Page 3, Fact box 1, Before starting treatment, Sampling: ""Hepatitis B serology (exclusion of chronic carriers)""",yes,"Sweden_hiv_prep_2017_v170824.sv.en.pdf: Page 3, Fact box 1, Before starting treatment, Vaccination: ""Offer hepatitis B vaccination to anyone who lacks protection""",no,Justification not provided,yes,"Sweden_hiv_prep_2017_v170824.sv.en.pdf: Page 3, Fact box 1, Before starting treatment, Sampling: ""syphilis serology"". And under Follow-up, Thereafter every 3 months: ""Sampling for chlamydia, gonorrhea, syphilis"".",yes,"Sweden_hiv_prep_2017_v170824.sv.en.pdf: Page 3, Fact box 1, Before starting treatment, Sampling: ""Chlamydia and gonorrhea from all premises, syphilis serology"". And under Follow-up, Thereafter every 3 months: ""Sampling for chlamydia, gonorrhea, syphilis"".",yes,"Sweden_hiv_prep_2017_v170824.sv.en.pdf: Page 3, Fact box 1, Before starting treatment, Sampling: ""Chlamydia and gonorrhea from all premises, syphilis serology"". And under Follow-up, Thereafter every 3 months: ""Sampling for chlamydia, gonorrhea, syphilis""."
CHE,Switzerland,no,Justification not provided,yes,"fcsh-recommendations-prep-hiv (1).pdf: Page 2, in the 'Procedure in practice' box, under 'Before PrEP is prescribed': 'Exclusion of hepatitis B infection based on HBsAg and ALT...'",yes,"fcsh-recommendations-prep-hiv (1).pdf: Page 2, in the 'Procedure in practice' box, under 'Before PrEP is prescribed': 'Hepatitis A and B vaccination if the patient is not immune'.",no,Justification not provided,yes,"fcsh-recommendations-prep-hiv (1).pdf: Page 2, in the 'Procedure in practice' box, under 'Before PrEP is prescribed': 'Additional laboratory investigations: serology tests for hepatitis A, B and C, and syphilis'. And under 'Every 3 months': 'Syphilis serology'.",yes,"fcsh-recommendations-prep-hiv (1).pdf: Page 2, in the 'Procedure in practice' box, under 'Before PrEP is prescribed': 'Anal, oral and urethral (vaginal) smears for C. trachomatis and N. gonorrhoeae'.",yes,"fcsh-recommendations-prep-hiv (1).pdf: Page 2, in the 'Procedure in practice' box, under 'Before PrEP is prescribed': 'Anal, oral and urethral (vaginal) smears for C. trachomatis and N. gonorrhoeae'."
TJK,Tajikistan,no,Justification not provided,yes,"TJK PrEP Guidelines ENG.pdf: Page 14: ""It is also recommended to test individuals receiving PrEP for hepatitis B virus surface antigen (HBsAg).""",yes,"TJK PrEP Guidelines ENG.pdf: Page 14: ""In cases where HBsAg is not detected and there is no information about vaccination in the past, clients are advised to vaccination against hepatitis B"".",no,Justification not provided,no,Justification not provided,no,Justification not provided,no,Justification not provided
THA,Thailand,ERR: no (REF: yes),Justification not provided,yes,"thailand_national_guidelines_for_pre-exposure_prophylaxis_prep_2021_chapters_1-2.pdf: Page 13, Table 1.1, 'Laboratory examination' row states: ""hepatitis B at Month 0"". The 'Minimum laboratory examination' row also specifies: ""Monitoring of hepatitis B (HBsAg, only those who have not yet acquired immunity)"".",ERR: no (REF: yes),Justification not provided,ERR: no (REF: yes),Justification not provided,yes,"thailand_national_guidelines_for_pre-exposure_prophylaxis_prep_2021_chapters_1-2.pdf: Page 13, Table 1.1, 'Laboratory examination' row lists ""Syphilis... at Month 0, every 3-6 months"".",yes,"thailand_national_guidelines_for_pre-exposure_prophylaxis_prep_2021_chapters_1-2.pdf: Page 13, Table 1.1, 'Laboratory examination' row lists ""gonorrhea... at Month 0, every 3-6 months"".",yes,"thailand_national_guidelines_for_pre-exposure_prophylaxis_prep_2021_chapters_1-2.pdf: Page 13, Table 1.1, 'Laboratory examination' row lists ""chlamydia, at Month 0, every 3-6 months""."
GBR,United Kingdom,no,Justification not provided,yes,"2018-PrEP-Guidelines.pdf: Page 12, Recommendation 24: 'We recommend that baseline screening for hepatitis B should be undertaken in those of unknown hepatitis B status to exclude active hepatitis B infection...'",yes,"2018-PrEP-Guidelines.pdf: Page 12, Recommendation 24: '...with vaccination initiated in those who are non-immune. (1A)'",no,Justification not provided,yes,"2018-PrEP-Guidelines.pdf: Page 13, Recommendation 40: 'We recommend 3-monthly screening for bacterial STIs (chlamydia, gonorrhoea and syphilis) in all taking PrEP...'",yes,"2018-PrEP-Guidelines.pdf: Page 13, Recommendation 40: 'We recommend 3-monthly screening for bacterial STIs (chlamydia, gonorrhoea and syphilis) in all taking PrEP...'",yes,"2018-PrEP-Guidelines.pdf: Page 13, Recommendation 40: 'We recommend 3-monthly screening for bacterial STIs (chlamydia, gonorrhoea and syphilis) in all taking PrEP...'"
USA,United States,yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 33 states, ""Heterosexually-active men and women being evaluated for, or being prescribed PrEP, in whom gonorrhea or chlamydia infection is detected, should be offered expedited partner therapy (EPT),"" and ""Patients with syphilis or HIV diagnosed should be referred for partner services.""",yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 34 states, ""Ideally, prior to prescribing PrEP, patients should be screened for HBV (https://www.cdc.gov/hepatitis/HBV/PDFs/SerologicChartv8.pdf) so that in the event they have HBV infection, they can be informed of the danger of stopping PrEP medication without appropriate monitoring for potential hepatitis flares."" Table 5 on page 44 also lists ""Hep B serology"" under the ""Screening/Baseline Visit"" column.",yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 35 states, ""Patients who are not immune and do not have HBV infection should be vaccinated."" Table 8 on page 63 also recommends Hepatitis B vaccine for all risk groups.",yes,"PrEPguideline2021_PublicCommentDraft.pdf: Table 8 on page 63, under ""Primary Care Health Measures,"" recommends the ""HPV vaccine"" for MSM, MSW, Women, and PWID through age 26.",yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 32 states, ""Tests to screen for syphilis are recommended for all adults prescribed PrEP, both at screening and at semi-annual visits."" Table 5 on page 44 also lists syphilis screening at baseline and follow-up.",yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 32 states, ""Tests to screen for gonorrhea are recommended for all sexually active adults prescribed PrEP, both at screening, for MSM at quarterly visits, and for women at semi-annual visits."" Table 5 on page 44 also lists gonorrhea screening at baseline and follow-up.",yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 32 states, ""Tests to screen for chlamydia are recommended for all sexually active MSM prescribed PrEP, both at screening prior to initiation and at quarterly visits."" It also mentions that ""screening for chlamydia is recommended at initiation and every 12 months for all sexually active women as a component of PrEP care."" Table 5 on page 44 also lists chlamydia screening at baseline and follow-up."
UGA,Uganda,no,Justification not provided,yes,"consolidated_guidelines_hiv_prevention_uganda.pdf: Page 31, Table 8, Screening for PrEP eligibility: 'Assess for hepatitis B infection: if negative, patient is eligible for PrEP; if positive, refer patient for management'.",no,Justification not provided,no,Justification not provided,no,"consolidated_guidelines_hiv_prevention_uganda.pdf: The document recommends evaluating for STI symptoms syndromically ('Evaluate the patient for any symptoms of STIs at every visit and treat as needed' - Page 31, Table 8), but does not specify screening for syphilis pathogen for PrEP users.",no,"consolidated_guidelines_hiv_prevention_uganda.pdf: The document recommends evaluating for STI symptoms syndromically ('Evaluate the patient for any symptoms of STIs at every visit and treat as needed' - Page 31, Table 8), but does not specify screening for Neisseria gonorrhoeae for PrEP users.",no,"consolidated_guidelines_hiv_prevention_uganda.pdf: The document recommends evaluating for STI symptoms syndromically ('Evaluate the patient for any symptoms of STIs at every visit and treat as needed' - Page 31, Table 8), but does not specify screening for Chlamydia trachomatis for PrEP users."
UKR,Ukraine,ERR: yes (REF: no),"UKR HIV Guidelines - Annex 4 ENG.pdf: Page 2, item h) under 'Counseling people before prescribing PrEP consists of informing and examining to identify contraindications:' states 'h) assessment of the risk of intimate partner violence;'",yes,"UKR HIV Guidelines - Annex 4 ENG.pdf: Page 1, under 'List of examinations before prescribing PrEP Mandatory:', a bullet point states 'HBV screening: HBsAg** People who test positive for HBsAg are recommended to take PrEP on a daily regimen.'",yes,"UKR HIV Guidelines - Annex 4 ENG.pdf: Page 1, under 'Coveted:', a bullet point states 'In the absence of HBV markers, vaccination is offered.'",no,Justification not provided,ERR: no (REF: yes),Justification not provided,no,Justification not provided,no,Justification not provided
URY,Uruguay,no,Justification not provided,yes,"Guia_PreProfilaxis_VIH_Uruguay_2020.pdf: Page 12, in Table 8 'Componentes paraclínicos', lists 'Hepatitis B' under 'Examen' and 'HBsAg, HBsAc, HbcAc' under 'Método'.",yes,"Guia_PreProfilaxis_VIH_Uruguay_2020.pdf: Page 4 states: 'Asimismo, se deben revisar la historia de vacunas de virus de hepatitis B (VHB)... e indicarlas según la situación.' (Furthermore, the history of hepatitis B virus (HBV) vaccines... should be reviewed and indicated according to the situation.). Page 9 also lists 'Indicación de vacunación de VHB... según corresponda' (Indication for HBV vaccination... as appropriate).",yes,"Guia_PreProfilaxis_VIH_Uruguay_2020.pdf: Page 4 states: 'Asimismo, se deben revisar la historia de vacunas de... virus del papiloma humano (HPV) e indicarlas según la situación.' (Furthermore, the history of... human papillomavirus (HPV) vaccines should be reviewed and indicated according to the situation.). Page 9 also lists 'Indicación de vacunación de... VPH según corresponda' (Indication for... HPV vaccination as appropriate).",yes,"Guia_PreProfilaxis_VIH_Uruguay_2020.pdf: Page 12, in Table 8 'Componentes paraclínicos', lists 'Sífilis' under 'Examen' and recommends a rapid test or VDRL/RPR.",yes,"Guia_PreProfilaxis_VIH_Uruguay_2020.pdf: Page 12, in Table 8 'Componentes paraclínicos', lists 'Chlamydia y gonococo' under 'Examen'. 'Gonococo' refers to Neisseria gonorrhoeae.",yes,"Guia_PreProfilaxis_VIH_Uruguay_2020.pdf: Page 12, in Table 8 'Componentes paraclínicos', lists 'Chlamydia y gonococo' under 'Examen'."
UZB,Uzbekistan,no,Justification not provided,yes,"UZB PrEP Guidelines ENG.pdf: Page 6, table, row 'Hepatitis B testing': 'A study on HBsAg is necessary.'",yes,"UZB PrEP Guidelines ENG.pdf: Page 6, table, row 'Hepatitis B testing': 'Deciding whether to vaccinate against Hepatitis B in the absence of antibodies to HBsAg'",no,Justification not provided,yes,"UZB PrEP Guidelines ENG.pdf: Page 6, table, row 'STI test': '...serological examination for syphilis.' and Page 7, table, row 'Serological studies for hepatitis B and C, syphilis': 'Every 6 months'",no,Justification not provided,no,Justification not provided
VNM,Vietnam,no,Justification not provided,yes,"Vietnam National Guidelines for HIV 2017 _EN.pdf: Page 41, Section 10.2, Step 5: 'Perform creatinine test and HbsAg test'.",ERR: no (REF: yes),Justification not provided,no,Justification not provided,ERR: no (REF: yes),Justification not provided,ERR: no (REF: yes),Justification not provided,ERR: no (REF: yes),Justification not provided
ZMB,Zambia,no,Justification not provided,ERR: no (REF: yes),Justification not provided,no,Justification not provided,no,Justification not provided,ERR: no (REF: yes),Justification not provided,no,Justification not provided,no,Justification not provided
ZWE,Zimbabwe,no,Justification not provided,yes,"Implementation plan for HIV PrEP in Zimbabwe 2018-2020.pdf: Page 27, Table 5: Recommends testing for Hepatitis B surface antigen (HBsAg) at baseline, if available.",yes,"Implementation plan for HIV PrEP in Zimbabwe 2018-2020.pdf: Page 27, Table 5: In the rationale for HBsAg testing, it states ""If negative, consider vaccination against hepatitis B.""",no,Justification not provided,yes,"Implementation plan for HIV PrEP in Zimbabwe 2018-2020.pdf: Page 27, Table 5: Recommends a Rapid Syphilis Test at baseline if available.",no,Implementation plan for HIV PrEP in Zimbabwe 2018-2020.pdf: The document mentions syndromic STI management but does not specifically recommend screening for Neisseria gonorrhoeae.,no,Implementation plan for HIV PrEP in Zimbabwe 2018-2020.pdf: The document mentions syndromic STI management but does not specifically recommend screening for Chlamydia trachomatis.
